Country,Year,Crop,Yield,Yield_Unit,Rainfall,Pesticides,Avg_Temperature,Yield_Normalized,Rainfall_Normalized,Pesticides_Normalized,Temperature_Normalized,Country_Index,Crop_Index,Yield_Category,Rainfall_Category,Temperature_Category,ID,Processing_Date,Processing_Version,Data_Quality_Score
turkey,2010,Soybeans,36869.0,hg/ha,593.0,38554.69,13.27,0.10595243233910304,0.20445115050924179,0.021348090173822595,0.44764315090161344,11.0,5.0,Medium,Low,Cold,380,2025-12-01,v1.0,100
turkey,2011,Wheat,27038.0,hg/ha,593.0,39534.43,13.65,0.07766219191090776,0.20445115050924179,0.021890581880190076,0.45966466308130344,11.0,2.0,Low,Low,Cold,381,2025-12-01,v1.0,100
ukraine,2013,Soybeans,20535.0,hg/ha,565.0,86781.8,10.33,0.05894879210371074,0.19388909845341382,0.04805191690037469,0.3546346093008542,72.0,5.0,Low,Low,Cold,382,2025-12-01,v1.0,100
united kingdom,2005,Wheat,79609.0,hg/ha,1220.0,31415.27,10.24,0.22894346843930302,0.44096567333081854,0.017394922865889766,0.35178740904776973,87.0,2.0,High,High,Cold,383,2025-12-01,v1.0,100
tanzania,1992,Yams,54500.0,hg/ha,1071.0,20.0,26.14,0.156688392972763,0.38476046774801964,1.105204897125247E-5,0.8547927870926922,30.0,8.0,Medium,Medium,Hot,384,2025-12-01,v1.0,100
united states,2012,Maize,77270.0,hg/ha,715.0,407779.2,21.86,0.22221263003410022,0.2504715201810637,0.22579134497876735,0.7193925972793419,1.0,0.0,High,Medium,Hot,385,2025-12-01,v1.0,100
united states,1995,"Rice, paddy",63007.0,hg/ha,715.0,423201.53,15.31,0.18116861627890246,0.2504715201810637,0.2343308412919345,0.5121796899715281,1.0,1.0,Medium,Medium,Temperate,386,2025-12-01,v1.0,100
united states,1996,"Rice, paddy",68593.0,hg/ha,715.0,433180.36,8.42,0.19724320513373908,0.2504715201810637,0.2398562179370148,0.2942106928187283,1.0,1.0,Medium,Medium,Cold,387,2025-12-01,v1.0,100
united states,2010,"Rice, paddy",75375.0,hg/ha,715.0,374818.2,14.64,0.21675947108674695,0.2504715201810637,0.2075405140097567,0.49098386586523257,1.0,1.0,High,Medium,Cold,388,2025-12-01,v1.0,100
united states,1990,Sorghum,39592.0,hg/ha,715.0,400975.93,10.02,0.11378829081595948,0.2504715201810637,0.2220243072430633,0.3448275862068966,1.0,4.0,Medium,Medium,Cold,389,2025-12-01,v1.0,100
united states,1996,Sorghum,42263.0,hg/ha,715.0,433180.36,14.24,0.12147451115811284,0.2504715201810637,0.2398562179370148,0.4783296425181905,1.0,4.0,Medium,Medium,Cold,390,2025-12-01,v1.0,100
united states,2002,Sorghum,31777.0,hg/ha,715.0,416851.04,15.34,0.09129940576394584,0.2504715201810637,0.23081451231039896,0.5131287567225561,1.0,4.0,Medium,Medium,Temperate,391,2025-12-01,v1.0,100
united states,2004,Sorghum,43688.0,hg/ha,715.0,425015.71,17.95,0.12557517158026504,0.2504715201810637,0.2353353706608056,0.5956975640620057,1.0,4.0,Medium,Medium,Temperate,392,2025-12-01,v1.0,100
united states,2012,Sorghum,31131.0,hg/ha,715.0,407779.2,17.3,0.08944043970590351,0.2504715201810637,0.22579134497876735,0.5751344511230623,1.0,4.0,Medium,Medium,Temperate,393,2025-12-01,v1.0,100
united states,1994,Soybeans,27813.0,hg/ha,715.0,425922.68,20.73,0.07989237564927124,0.2504715201810637,0.23583756890005692,0.6836444163239481,1.0,5.0,Low,Medium,Temperate,394,2025-12-01,v1.0,100
united states,1995,Soybeans,23759.0,hg/ha,715.0,423201.53,16.85,0.0682263564553028,0.2504715201810637,0.2343308412919345,0.56089844985764,1.0,5.0,Low,Medium,Temperate,395,2025-12-01,v1.0,100
united states,2006,Soybeans,28817.0,hg/ha,715.0,392810.67,11.87,0.08278154271161565,0.2504715201810637,0.2175031222038344,0.4033533691869662,1.0,5.0,Medium,Medium,Cold,396,2025-12-01,v1.0,100
united states,2012,Sweet potatoes,234472.0,hg/ha,715.0,407779.2,17.99,0.6745859771801844,0.2504715201810637,0.22579134497876735,0.5969629863967099,1.0,6.0,High,Medium,Temperate,397,2025-12-01,v1.0,100
united states,2002,Wheat,23567.0,hg/ha,715.0,416851.04,15.0,0.06767384641947598,0.2504715201810637,0.23081451231039896,0.5023726668775704,1.0,2.0,Low,Medium,Temperate,398,2025-12-01,v1.0,100
united states,2011,Wheat,29422.0,hg/ha,715.0,391298.7,16.63,0.08452252485575747,0.2504715201810637,0.21666592949426203,0.5539386270167668,1.0,2.0,Medium,Medium,Temperate,399,2025-12-01,v1.0,100
united states,2012,Wheat,31154.0,hg/ha,715.0,407779.2,17.37,0.08950662580394526,0.2504715201810637,0.22579134497876735,0.5773489402087947,1.0,2.0,Medium,Medium,Temperate,400,2025-12-01,v1.0,100
united states,2012,Wheat,31154.0,hg/ha,715.0,407779.2,15.91,0.08950662580394526,0.2504715201810637,0.22579134497876735,0.5311610249920911,1.0,2.0,Medium,Medium,Temperate,401,2025-12-01,v1.0,100
russia,1990,Sorghum,10000.0,hg/ha,460.0,86200.0,3.45,0.028632681544150444,0.15428140324405884,0.0477297684989982,0.13698196773173046,5.0,4.0,Low,Low,Cold,402,2025-12-01,v1.0,100
russia,1991,Sorghum,11221.0,hg/ha,460.0,92200.0,5.13,0.03214630005323665,0.15428140324405884,0.05105202770879353,0.19012970578930719,5.0,4.0,Low,Low,Cold,403,2025-12-01,v1.0,100
china,2010,Cassava,163788.0,hg/ha,645.0,1758000.0,12.75,0.471181709615689,0.22406639004149378,0.9734219263216374,0.43119266055045874,0.0,7.0,High,Low,Cold,404,2025-12-01,v1.0,100
china,2012,Maize,58699.0,hg/ha,645.0,1806000.0,5.22,0.16877167235003812,0.22406639004149378,1.0,0.19297690604239165,0.0,0.0,Medium,Low,Cold,405,2025-12-01,v1.0,100
china,1996,"Rice, paddy",62050.0,hg/ha,645.0,1140812.0,4.82,0.17841469906907814,0.22406639004149378,0.6316788401257771,0.1803226826953496,0.0,1.0,Medium,Low,Cold,406,2025-12-01,v1.0,100
china,2013,Sorghum,49542.0,hg/ha,645.0,1801862.0,18.0,0.14242097236010992,0.22406639004149378,0.9977087485649778,0.5972793419803859,0.0,4.0,Medium,Low,Temperate,407,2025-12-01,v1.0,100
china,1993,Soybeans,16195.0,hg/ha,645.0,844800.0,3.98,0.04645976316887527,0.22406639004149378,0.4677740745907879,0.15374881366656123,0.0,5.0,Low,Low,Cold,408,2025-12-01,v1.0,100
china,2006,Sweet potatoes,221238.0,hg/ha,645.0,1537000.0,6.19,0.6365030718982461,0.22406639004149378,0.8510520454275093,0.2236633976589687,0.0,6.0,High,Low,Cold,409,2025-12-01,v1.0,100
china,2002,Cassava,158928.0,hg/ha,645.0,1312285.0,17.17,0.45719629933382255,0.22406639004149378,0.7266251323726497,0.5710218285352737,0.0,7.0,High,Low,Temperate,410,2025-12-01,v1.0,100
china,2011,Cassava,163636.0,hg/ha,645.0,1787002.0,15.68,0.47074430583732607,0.22406639004149378,0.9894806199220514,0.5238848465675419,0.0,7.0,High,Low,Temperate,411,2025-12-01,v1.0,100
china,2000,Maize,45975.0,hg/ha,645.0,1279533.0,16.08,0.13215637185076473,0.22406639004149378,0.7084900267661135,0.5365390699145839,0.0,0.0,Medium,Low,Temperate,412,2025-12-01,v1.0,100
china,2005,Maize,52873.0,hg/ha,645.0,1460000.0,3.68,0.15200644595041798,0.22406639004149378,0.8084163855684692,0.1442581461562797,0.0,0.0,Medium,Low,Cold,413,2025-12-01,v1.0,100
china,2005,Maize,52873.0,hg/ha,645.0,1460000.0,16.73,0.15200644595041798,0.22406639004149378,0.8084163855684692,0.5571021828535273,0.0,0.0,Medium,Low,Temperate,414,2025-12-01,v1.0,100
china,2006,Maize,53263.0,hg/ha,645.0,1537000.0,15.87,0.1531287319606912,0.22406639004149378,0.8510520454275093,0.5298956026573869,0.0,0.0,Medium,Low,Temperate,415,2025-12-01,v1.0,100
china,1993,Potatoes,148697.0,hg/ha,645.0,844800.0,15.18,0.42775499633098807,0.22406639004149378,0.4677740745907879,0.5080670673837393,0.0,3.0,High,Low,Temperate,416,2025-12-01,v1.0,100
china,1999,Potatoes,127001.0,hg/ha,645.0,1321620.0,12.7,0.36532136228255707,0.22406639004149378,0.7317940139932229,0.4296108826320785,0.0,3.0,High,Low,Cold,417,2025-12-01,v1.0,100
china,1999,Potatoes,127001.0,hg/ha,645.0,1321620.0,15.18,0.36532136228255707,0.22406639004149378,0.7317940139932229,0.5080670673837393,0.0,3.0,High,Low,Temperate,418,2025-12-01,v1.0,100
china,2000,Potatoes,140319.0,hg/ha,645.0,1279533.0,11.14,0.4036459907051697,0.22406639004149378,0.7084900267661135,0.3802594115786144,0.0,3.0,High,Low,Cold,419,2025-12-01,v1.0,100
china,1997,"Rice, paddy",63192.0,hg/ha,645.0,1195466.0,14.46,0.1817009827196731,0.22406639004149378,0.6619412992678029,0.48528946535906364,0.0,1.0,Medium,Low,Cold,420,2025-12-01,v1.0,100
china,2007,"Rice, paddy",64329.0,hg/ha,645.0,1623000.0,6.89,0.18497287808808507,0.22406639004149378,0.8986710941012424,0.2458082885162923,0.0,1.0,Medium,Low,Cold,421,2025-12-01,v1.0,100
china,1993,Sorghum,41058.0,hg/ha,645.0,844800.0,14.38,0.1180069351520122,0.22406639004149378,0.4677740745907879,0.48275862068965525,0.0,4.0,Medium,Low,Cold,422,2025-12-01,v1.0,100
china,2000,Sorghum,29026.0,hg/ha,645.0,1279533.0,12.18,0.08338297290686465,0.22406639004149378,0.7084900267661135,0.41316039228092377,0.0,4.0,Medium,Low,Cold,423,2025-12-01,v1.0,100
china,2001,Sorghum,34440.0,hg/ha,645.0,1274820.0,11.26,0.09896260485460641,0.22406639004149378,0.7058803921568193,0.384055678582727,0.0,4.0,Medium,Low,Cold,424,2025-12-01,v1.0,100
china,2005,Sorghum,44667.0,hg/ha,645.0,1460000.0,7.75,0.12839239723169452,0.22406639004149378,0.8084163855684692,0.2730148687124328,0.0,4.0,Medium,Low,Cold,425,2025-12-01,v1.0,100
china,1995,Soybeans,16614.0,hg/ha,645.0,1087044.0,5.96,0.04766550121580984,0.22406639004149378,0.6019069679270647,0.21638721923441948,0.0,5.0,Low,Low,Cold,426,2025-12-01,v1.0,100
china,1998,Soybeans,17825.0,hg/ha,645.0,1231699.0,9.18,0.05115034316053006,0.22406639004149378,0.6820038689258886,0.31825371717810824,0.0,5.0,Low,Low,Cold,427,2025-12-01,v1.0,100
china,1991,Sweet potatoes,170008.0,hg/ha,645.0,765307.0,3.9,0.48908073265132873,0.22406639004149378,0.42375801603007784,0.1512179689971528,0.0,6.0,High,Low,Cold,428,2025-12-01,v1.0,100
china,2000,Sweet potatoes,202895.0,hg/ha,645.0,1279533.0,5.41,0.5837182198817283,0.22406639004149378,0.7084900267661135,0.19898766213223665,0.0,6.0,High,Low,Cold,429,2025-12-01,v1.0,100
china,2004,Sweet potatoes,217403.0,hg/ha,645.0,1386028.0,4.58,0.6254672594638926,0.22406639004149378,0.7674573591906392,0.17273014868712433,0.0,6.0,High,Low,Cold,430,2025-12-01,v1.0,100
china,2008,Sweet potatoes,207871.0,hg/ha,645.0,1672300.0,12.62,0.5980374383102401,0.22406639004149378,0.925968990608394,0.42708003796267,0.0,6.0,High,Low,Cold,431,2025-12-01,v1.0,100
egypt,2010,Soybeans,28453.0,hg/ha,51.0,11590.0,22.46,0.08173407576869397,0.0,0.006417475225193249,0.7383739322999051,21.0,5.0,Medium,Low,Hot,432,2025-12-01,v1.0,100
honduras,2000,Sorghum,9708.0,hg/ha,1976.0,4376.0,24.43,0.02779240586466382,0.7261410788381742,0.002423012235282663,0.8006959822840873,38.0,4.0,Low,High,Hot,433,2025-12-01,v1.0,100
india,1992,Maize,16758.0,hg/ha,1083.0,70791.0,25.16,0.04807988374267996,0.3892870614862316,0.03919765313837549,0.8237899398924391,2.0,0.0,Low,High,Hot,434,2025-12-01,v1.0,100
india,2006,Sorghum,8803.0,hg/ha,1083.0,37423.0,27.28,0.025188126789542596,0.3892870614862316,0.02072146225296705,0.8908573236317621,2.0,4.0,Low,High,Hot,435,2025-12-01,v1.0,100
indonesia,1990,Maize,21323.0,hg/ha,2702.0,2432.0,27.05,0.06121638537574999,1.0,0.0013466002513089757,0.8835811452072129,9.0,0.0,Low,High,Hot,436,2025-12-01,v1.0,100
japan,2004,"Rice, paddy",64150.0,hg/ha,1668.0,64688.88,14.05,0.184457777585934,0.6099585062240664,0.03581884907682944,0.4723188864283455,10.0,1.0,Medium,High,Cold,437,2025-12-01,v1.0,100
madagascar,2012,Cassava,76214.0,hg/ha,1513.0,377.71,19.78,0.2191738248370527,0.5514900037721614,2.091196059605671E-4,0.6535906358747232,42.0,7.0,High,High,Temperate,438,2025-12-01,v1.0,100
mexico,2002,Wheat,50999.0,hg/ha,758.0,16189.88,19.62,0.14661371778823326,0.2666918144096567,0.008964474174185473,0.6485289465359064,4.0,2.0,Medium,Medium,Temperate,439,2025-12-01,v1.0,100
pakistan,2002,Wheat,22621.0,hg/ha,494.0,10881.83,27.0,0.06495158343045423,0.16710675216899284,0.006025354507759789,0.8819993672888327,7.0,2.0,Low,Low,Hot,440,2025-12-01,v1.0,100
serbia,2000,Sorghum,39231.0,hg/ha,686.0,1985.74,12.08,0.11274945684234759,0.23953225198038475,0.001099501685481765,0.4099968364441633,71.0,4.0,Medium,Medium,Cold,441,2025-12-01,v1.0,100
spain,2011,Potatoes,307406.0,hg/ha,636.0,53549.0,17.9,0.8844649717270255,0.2206714447378348,0.0296505875891603,0.5941157861436254,14.0,3.0,High,Low,Temperate,442,2025-12-01,v1.0,100
sri lanka,2007,Sweet potatoes,75283.0,hg/ha,1712.0,1439.8,26.57,0.21649472669457995,0.6265560165975104,7.972093199824877E-4,0.8683960771907624,44.0,6.0,Medium,High,Hot,443,2025-12-01,v1.0,100
turkey,1996,Wheat,19852.0,hg/ha,593.0,30286.0,11.29,0.05698335275751428,0.20445115050924179,0.016769634922915503,0.38500474533375517,11.0,2.0,Low,Low,Cold,444,2025-12-01,v1.0,100
united states,1994,Maize,86996.0,hg/ha,715.0,425922.68,15.72,0.2502007165364527,0.2504715201810637,0.23583756890005692,0.5251502689022461,1.0,0.0,High,Medium,Temperate,445,2025-12-01,v1.0,100
united states,1999,Maize,83977.0,hg/ha,715.0,433633.96,12.58,0.24151307175436323,0.2504715201810637,0.24010738073327534,0.42581461562796585,1.0,0.0,High,Medium,Cold,446,2025-12-01,v1.0,100
united states,2000,Maize,85911.0,hg/ha,715.0,430005.21,12.27,0.24707845930274386,0.2504715201810637,0.23809810604868456,0.41600759253400826,1.0,0.0,High,Medium,Cold,447,2025-12-01,v1.0,100
united states,2006,Maize,93577.0,hg/ha,715.0,392810.67,9.48,0.26913857354570436,0.2504715201810637,0.2175031222038344,0.3277443846883898,1.0,0.0,High,Medium,Cold,448,2025-12-01,v1.0,100
united states,1992,"Rice, paddy",64294.0,hg/ha,715.0,400975.9,20.38,0.18487216011280413,0.2504715201810637,0.22202429063176726,0.6725719708952862,1.0,1.0,Medium,Medium,Temperate,449,2025-12-01,v1.0,100
united states,1998,"Rice, paddy",63473.0,hg/ha,715.0,424562.11,9.81,0.18250960417835715,0.2504715201810637,0.23508420786454504,0.3381841189496995,1.0,1.0,Medium,Medium,Cold,450,2025-12-01,v1.0,100
united states,2008,Sorghum,40848.0,hg/ha,715.0,379202.92,11.49,0.11740262730032662,0.2504715201810637,0.20996837674348565,0.39133185700727624,1.0,4.0,Medium,Medium,Cold,451,2025-12-01,v1.0,100
united states,2002,Soybeans,25567.0,hg/ha,715.0,416851.04,21.9,0.07342915929267205,0.2504715201810637,0.23081451231039896,0.7206580196140461,1.0,5.0,Low,Medium,Hot,452,2025-12-01,v1.0,100
united states,1995,Sweet potatoes,172926.0,hg/ha,715.0,423201.53,21.6,0.4974777341333218,0.2504715201810637,0.2343308412919345,0.7111673521037647,1.0,6.0,High,Medium,Hot,453,2025-12-01,v1.0,100
united states,2001,Wheat,27018.0,hg/ha,715.0,411407.94,15.25,0.0776046387821758,0.2504715201810637,0.22780061412625946,0.5102815564694717,1.0,2.0,Low,Medium,Temperate,454,2025-12-01,v1.0,100
united states,2007,Wheat,27046.0,hg/ha,715.0,400068.14,16.13,0.07768521316240054,0.2504715201810637,0.22152165496171997,0.5381208478329642,1.0,2.0,Low,Medium,Temperate,455,2025-12-01,v1.0,100
united states,2007,Wheat,27046.0,hg/ha,715.0,400068.14,15.35,0.07768521316240054,0.2504715201810637,0.22152165496171997,0.5134451123062322,1.0,2.0,Low,Medium,Temperate,456,2025-12-01,v1.0,100
venezuela,1991,Soybeans,14006.0,hg/ha,2044.0,2409.0,25.3,0.04016057322916217,0.7517917766880422,0.0013338649243380936,0.8282189180639038,6.0,5.0,Low,High,Hot,457,2025-12-01,v1.0,100
venezuela,1994,Sweet potatoes,45380.0,hg/ha,2044.0,3928.0,25.36,0.1304441662709889,0.7517917766880422,0.0021749502142846115,0.83011705156596,6.0,6.0,Medium,High,Hot,458,2025-12-01,v1.0,100
venezuela,2009,Yams,75713.0,hg/ha,2044.0,3928.0,25.9,0.2177321189623171,0.7517917766880422,0.0021749502142846115,0.8472002530844669,6.0,8.0,High,High,Hot,459,2025-12-01,v1.0,100
zimbabwe,2008,Soybeans,16129.0,hg/ha,657.0,3234.81,20.68,0.046269837844059795,0.22859298377970577,0.001791124070678274,0.6820626384055678,46.0,5.0,Low,Medium,Temperate,460,2025-12-01,v1.0,100
algeria,1994,"Rice, paddy",21374.0,hg/ha,89.0,1255.02,17.88,0.06136314585401649,0.014334213504337986,6.948948105181575E-4,0.5934830749762733,80.0,1.0,Low,Low,Temperate,461,2025-12-01,v1.0,100
armenia,2006,Potatoes,163418.0,hg/ha,562.0,227.55,9.89,0.4701169767341477,0.1927574500188608,1.25974532136756E-4,0.3407149636191079,102.0,3.0,High,Low,Cold,462,2025-12-01,v1.0,100
australia,1999,Potatoes,321265.0,hg/ha,534.0,34200.0,14.2,0.9243464122818377,0.18219539796303283,0.018936855347438657,0.47706422018348627,8.0,3.0,High,Low,Cold,463,2025-12-01,v1.0,100
australia,2005,Potatoes,344117.0,hg/ha,534.0,34310.0,18.26,0.9901066171709759,0.18219539796303283,0.01899776343295157,0.6055045871559633,8.0,3.0,High,Low,Temperate,464,2025-12-01,v1.0,100
australia,2011,Sorghum,30558.0,hg/ha,534.0,47632.99,14.19,0.08779154256773283,0.18219539796303283,0.02637483447120342,0.4767478645998102,8.0,4.0,Medium,Low,Cold,465,2025-12-01,v1.0,100
australia,1993,Soybeans,16168.0,hg/ha,534.0,23899.0,20.19,0.04638206644508712,0.18219539796303283,0.013233089994088372,0.6665612148054413,8.0,5.0,Low,Low,Temperate,466,2025-12-01,v1.0,100
australia,2002,Sweet potatoes,347368.0,hg/ha,534.0,26651.0,17.73,0.9994618782463561,0.18219539796303283,0.01475689955164783,0.5887377412211325,8.0,6.0,High,Low,Temperate,467,2025-12-01,v1.0,100
australia,1996,Wheat,21673.0,hg/ha,534.0,31185.0,16.12,0.062223565128559304,0.18219539796303283,0.0172674200945165,0.5378044922492882,8.0,2.0,Low,Low,Temperate,468,2025-12-01,v1.0,100
australia,1999,Wheat,20066.0,hg/ha,534.0,34200.0,16.77,0.05759917123494626,0.18219539796303283,0.018936855347438657,0.5583676051882316,8.0,2.0,Low,Low,Temperate,469,2025-12-01,v1.0,100
australia,2000,Wheat,18209.0,hg/ha,534.0,33475.0,19.07,0.05225536323218371,0.18219539796303283,0.01853541569292172,0.6311293894337235,8.0,2.0,Low,Low,Temperate,470,2025-12-01,v1.0,100
azerbaijan,1998,Sorghum,857.0,hg/ha,447.0,148.68,12.79,0.002322268744334614,0.14937759336099585,8.230343482399635E-5,0.4324580828851629,77.0,4.0,Low,Low,Cold,471,2025-12-01,v1.0,100
bangladesh,1999,Maize,12346.0,hg/ha,2666.0,2532.0,26.31,0.03538366354440943,0.986420218785364,0.0014019712381388978,0.860170832015185,62.0,0.0,Low,High,Hot,472,2025-12-01,v1.0,100
bolivia,1990,Maize,16658.0,hg/ha,1146.0,2585.85,9.24,0.047792118099020155,0.4130516786118446,0.001431788514546811,0.32015185068016455,32.0,0.0,Low,High,Cold,473,2025-12-01,v1.0,100
brazil,1998,Cassava,123522.0,hg/ha,1761.0,118930.56,20.71,0.35530999553963255,0.6450396076952094,0.06585300256595798,0.683011705156596,3.0,7.0,High,High,Temperate,474,2025-12-01,v1.0,100
brazil,2007,Cassava,140099.0,hg/ha,1761.0,304031.0,22.19,0.4030129062891181,0.6450396076952094,0.168344942820486,0.7298323315406517,3.0,7.0,High,High,Hot,475,2025-12-01,v1.0,100
brazil,1996,Maize,24761.0,hg/ha,1761.0,101621.67,24.28,0.07110976820477403,0.6450396076952094,0.05626889936365226,0.7959506485289466,3.0,0.0,Low,High,Hot,476,2025-12-01,v1.0,100
brazil,2008,Maize,40800.0,hg/ha,1761.0,312637.0,17.88,0.11726449979136991,0.6450396076952094,0.17311016994706913,0.5934830749762733,3.0,0.0,Medium,High,Temperate,477,2025-12-01,v1.0,100
brazil,1994,Potatoes,144802.0,hg/ha,1761.0,84312.78,24.71,0.4165465245104387,0.6450396076952094,0.04668479616134654,0.8095539386270167,3.0,3.0,High,High,Hot,478,2025-12-01,v1.0,100
brazil,1999,Potatoes,164604.0,hg/ha,1761.0,127585.0,18.39,0.473529877267953,0.6450396076952094,0.0706450513985615,0.609617209743752,3.0,3.0,High,High,Temperate,479,2025-12-01,v1.0,100
brazil,1998,Sorghum,17768.0,hg/ha,1761.0,118930.56,24.78,0.05098631674364398,0.6450396076952094,0.06585300256595798,0.8117684277127492,3.0,4.0,Low,High,Hot,480,2025-12-01,v1.0,100
brazil,2012,Sorghum,29317.0,hg/ha,1761.0,346583.0,19.72,0.08422037092991468,0.6450396076952094,0.1919064051363545,0.6516925023726668,3.0,4.0,Medium,High,Temperate,481,2025-12-01,v1.0,100
brazil,2002,Wheat,14754.0,hg/ha,1761.0,145552.0,26.01,0.0423130602437375,0.6450396076952094,0.08059355660229361,0.8506801645049036,3.0,2.0,Low,High,Hot,482,2025-12-01,v1.0,100
burkina faso,1999,Cassava,20902.0,hg/ha,748.0,93.43,28.45,0.06000489201594222,0.2629196529611467,5.1710964600464335E-5,0.9278709269218601,40.0,7.0,Low,Medium,Hot,483,2025-12-01,v1.0,100
burundi,1996,Wheat,7728.0,hg/ha,1274.0,207.1,21.18,0.02209464612019971,0.4613353451527725,1.1465116533003689E-4,0.6978804175893705,33.0,2.0,Low,High,Temperate,484,2025-12-01,v1.0,100
cameroon,2006,Cassava,107548.0,hg/ha,1604.0,950.22,25.39,0.3093423116214155,0.5858166729536024,5.261240426605547E-4,0.8310661183169883,27.0,7.0,High,High,Hot,485,2025-12-01,v1.0,100
cameroon,2013,"Rice, paddy",11641.0,hg/ha,1604.0,1372.47,25.45,0.03335491575660782,0.5858166729536024,7.599280345499011E-4,0.8329642518190445,27.0,1.0,Low,High,Hot,486,2025-12-01,v1.0,100
canada,2007,Potatoes,126498.0,hg/ha,537.0,45140.03,5.25,0.36387390109494827,0.18332704639758582,0.024994457917928193,0.1939259727934198,13.0,3.0,High,Low,Cold,487,2025-12-01,v1.0,100
canada,1995,Wheat,22467.0,hg/ha,537.0,32223.4,8.52,0.06450842433921813,0.18332704639758582,0.017842392421758415,0.2973742486554888,13.0,2.0,Low,Low,Cold,488,2025-12-01,v1.0,100
central african republic,2012,"Rice, paddy",30000.0,hg/ha,1342.0,22.87,25.28,0.08618581027611114,0.48698604300264053,1.2641196293271237E-5,0.8275862068965517,52.0,1.0,Medium,High,Hot,489,2025-12-01,v1.0,100
central african republic,1999,Yams,67925.0,hg/ha,1342.0,22.87,25.05,0.1953209306340916,0.48698604300264053,1.2641196293271237E-5,0.8203100284720025,52.0,8.0,Medium,High,Hot,490,2025-12-01,v1.0,100
chile,2002,Potatoes,212397.0,hg/ha,1522.0,12047.63,6.25,0.6110617113422828,0.5548849490758204,0.006670869472223022,0.22556153116102498,28.0,3.0,High,High,Cold,491,2025-12-01,v1.0,100
china,1991,Cassava,143609.0,hg/ha,645.0,765307.0,16.91,0.41311348038157725,0.22406639004149378,0.42375801603007784,0.5627965833596963,0.0,7.0,High,Low,Temperate,492,2025-12-01,v1.0,100
china,1993,Maize,49641.0,hg/ha,645.0,844800.0,17.53,0.14270586034733312,0.22406639004149378,0.4677740745907879,0.5824106295476116,0.0,0.0,Medium,Low,Temperate,493,2025-12-01,v1.0,100
china,1992,Potatoes,126205.0,hg/ha,645.0,799174.0,3.51,0.36303074775902505,0.22406639004149378,0.4425105081397676,0.13888010123378677,0.0,3.0,High,Low,Cold,494,2025-12-01,v1.0,100
china,2007,Potatoes,146282.0,hg/ha,645.0,1623000.0,16.72,0.4208054560366038,0.22406639004149378,0.8986710941012424,0.5567858272698513,0.0,3.0,High,Low,Temperate,495,2025-12-01,v1.0,100
china,2008,Potatoes,151821.0,hg/ha,645.0,1672300.0,13.12,0.43674479503892033,0.22406639004149378,0.925968990608394,0.44289781714647264,0.0,3.0,High,Low,Cold,496,2025-12-01,v1.0,100
china,2000,Sorghum,29146.0,hg/ha,645.0,1279533.0,11.14,0.08372829167925641,0.22406639004149378,0.7084900267661135,0.3802594115786144,0.0,4.0,Medium,Low,Cold,497,2025-12-01,v1.0,100
china,2008,Sorghum,37507.0,hg/ha,645.0,1672300.0,8.8,0.10778837714565258,0.22406639004149378,0.925968990608394,0.3062322049984183,0.0,4.0,Medium,Low,Cold,498,2025-12-01,v1.0,100
china,2000,Soybeans,16557.0,hg/ha,645.0,1279533.0,3.61,0.047501474798923755,0.22406639004149378,0.7084900267661135,0.1420436570705473,0.0,5.0,Low,Low,Cold,499,2025-12-01,v1.0,100
china,1996,Sweet potatoes,204201.0,hg/ha,645.0,1140812.0,21.54,0.5874764391879254,0.22406639004149378,0.6316788401257771,0.7092692186017083,0.0,6.0,High,Low,Hot,500,2025-12-01,v1.0,100
china,1998,Sweet potatoes,194388.0,hg/ha,645.0,1231699.0,20.03,0.5592379965755888,0.22406639004149378,0.6820038689258886,0.6614995254666245,0.0,6.0,High,Low,Temperate,501,2025-12-01,v1.0,100
china,1999,Sweet potatoes,212150.0,hg/ha,645.0,1321620.0,16.68,0.6103509302024431,0.22406639004149378,0.7317940139932229,0.5555204049351471,0.0,6.0,High,Low,Temperate,502,2025-12-01,v1.0,100
china,2006,Sweet potatoes,221238.0,hg/ha,645.0,1537000.0,22.15,0.6365030718982461,0.22406639004149378,0.8510520454275093,0.7285669092059475,0.0,6.0,High,Low,Hot,503,2025-12-01,v1.0,100
china,2007,Sweet potatoes,207023.0,hg/ha,645.0,1623000.0,16.72,0.595597185652005,0.22406639004149378,0.8986710941012424,0.5567858272698513,0.0,6.0,High,Low,Temperate,504,2025-12-01,v1.0,100
china,2004,Wheat,42519.0,hg/ha,645.0,1386028.0,14.6,0.12221119120588193,0.22406639004149378,0.7674573591906392,0.48971844353052835,0.0,2.0,Medium,Low,Cold,505,2025-12-01,v1.0,100
china,2005,Wheat,42753.0,hg/ha,645.0,1460000.0,15.38,0.12288456281204586,0.22406639004149378,0.8084163855684692,0.5143941790572604,0.0,2.0,Medium,Low,Temperate,506,2025-12-01,v1.0,100
china,2000,Potatoes,140319.0,hg/ha,645.0,1279533.0,3.61,0.4036459907051697,0.22406639004149378,0.7084900267661135,0.1420436570705473,0.0,3.0,High,Low,Cold,507,2025-12-01,v1.0,100
china,1993,"Rice, paddy",58479.0,hg/ha,645.0,844800.0,13.69,0.16813858793398656,0.22406639004149378,0.4677740745907879,0.4609300854160076,0.0,1.0,Medium,Low,Cold,508,2025-12-01,v1.0,100
